tcc_track_id,basin,year,issue_time_utc,current_lat,current_lon,linked_ibtracs_sid,first_34kt_time_utc,label_24h,label_48h,input_times_utc,split,matched_timestamps,full_9_step_match,match_class
100015,WP,1982,1982-03-14T03:00:00Z,6.2,152.5,1982073N07153,1982-03-15T12:00:00Z,0,1.0,1982-03-13T03:00:00Z|1982-03-13T06:00:00Z|1982-03-13T09:00:00Z|1982-03-13T12:00:00Z|1982-03-13T15:00:00Z|1982-03-13T18:00:00Z|1982-03-13T21:00:00Z|1982-03-14T00:00:00Z|1982-03-14T03:00:00Z,train,0,False,zero
100017,SI,1982,1982-03-15T18:00:00Z,-12.2,54.6,1982075S12055,1982-03-16T18:00:00Z,1,1.0,1982-03-14T18:00:00Z|1982-03-14T21:00:00Z|1982-03-15T00:00:00Z|1982-03-15T03:00:00Z|1982-03-15T06:00:00Z|1982-03-15T09:00:00Z|1982-03-15T12:00:00Z|1982-03-15T15:00:00Z|1982-03-15T18:00:00Z,train,0,False,zero
100017,SI,1982,1982-03-15T21:00:00Z,-12.0,53.2,1982075S12055,1982-03-16T18:00:00Z,1,1.0,1982-03-14T21:00:00Z|1982-03-15T00:00:00Z|1982-03-15T03:00:00Z|1982-03-15T06:00:00Z|1982-03-15T09:00:00Z|1982-03-15T12:00:00Z|1982-03-15T15:00:00Z|1982-03-15T18:00:00Z|1982-03-15T21:00:00Z,train,0,False,zero
100017,SI,1982,1982-03-16T00:00:00Z,-12.1,53.4,1982075S12055,1982-03-16T18:00:00Z,1,1.0,1982-03-15T00:00:00Z|1982-03-15T03:00:00Z|1982-03-15T06:00:00Z|1982-03-15T09:00:00Z|1982-03-15T12:00:00Z|1982-03-15T15:00:00Z|1982-03-15T18:00:00Z|1982-03-15T21:00:00Z|1982-03-16T00:00:00Z,train,0,False,zero
100017,SI,1982,1982-03-16T03:00:00Z,-12.3,53.5,1982075S12055,1982-03-16T18:00:00Z,1,1.0,1982-03-15T03:00:00Z|1982-03-15T06:00:00Z|1982-03-15T09:00:00Z|1982-03-15T12:00:00Z|1982-03-15T15:00:00Z|1982-03-15T18:00:00Z|1982-03-15T21:00:00Z|1982-03-16T00:00:00Z|1982-03-16T03:00:00Z,train,0,False,zero
100020,SP,1982,1982-03-31T15:00:00Z,-2.4,160.9,1982091S03159,1982-04-02T06:00:00Z,0,1.0,1982-03-30T15:00:00Z|1982-03-30T18:00:00Z|1982-03-30T21:00:00Z|1982-03-31T00:00:00Z|1982-03-31T03:00:00Z|1982-03-31T06:00:00Z|1982-03-31T09:00:00Z|1982-03-31T12:00:00Z|1982-03-31T15:00:00Z,train,0,False,zero
100021,SP,1982,1982-04-04T09:00:00Z,-12.6,138.0,1982095S11138,1982-04-05T00:00:00Z,1,1.0,1982-04-03T09:00:00Z|1982-04-03T12:00:00Z|1982-04-03T15:00:00Z|1982-04-03T18:00:00Z|1982-04-03T21:00:00Z|1982-04-04T00:00:00Z|1982-04-04T03:00:00Z|1982-04-04T06:00:00Z|1982-04-04T09:00:00Z,train,0,False,zero
100032,EP,1982,1982-06-17T03:00:00Z,14.1,-97.8,1982168N13266,,0,0.0,1982-06-16T03:00:00Z|1982-06-16T06:00:00Z|1982-06-16T09:00:00Z|1982-06-16T12:00:00Z|1982-06-16T15:00:00Z|1982-06-16T18:00:00Z|1982-06-16T21:00:00Z|1982-06-17T00:00:00Z|1982-06-17T03:00:00Z,train,0,False,zero
100040,EP,1982,1982-07-06T18:00:00Z,8.0,-97.2,1982188N09262,1982-07-07T18:00:00Z,1,1.0,1982-07-05T18:00:00Z|1982-07-05T21:00:00Z|1982-07-06T00:00:00Z|1982-07-06T03:00:00Z|1982-07-06T06:00:00Z|1982-07-06T09:00:00Z|1982-07-06T12:00:00Z|1982-07-06T15:00:00Z|1982-07-06T18:00:00Z,train,0,False,zero
100040,EP,1982,1982-07-06T21:00:00Z,8.6,-97.5,1982188N09262,1982-07-07T18:00:00Z,1,1.0,1982-07-05T21:00:00Z|1982-07-06T00:00:00Z|1982-07-06T03:00:00Z|1982-07-06T06:00:00Z|1982-07-06T09:00:00Z|1982-07-06T12:00:00Z|1982-07-06T15:00:00Z|1982-07-06T18:00:00Z|1982-07-06T21:00:00Z,train,0,False,zero
