SID,SEASON,issue_time,target_time,issue_lat,issue_lon,issue_wind,target_lat,target_lon,target_wind,model,horizon_hours,predicted_lat,predicted_lon,predicted_wind,track_error_km,north_error_km,east_error_km,wind_error_kt,wind_abs_error_kt,target_motion_kmh,issue_intensity_bin,motion_bin,wind_change_bin
2020138N28281,2020,2020-05-17 18:00:00+00:00,2020-05-18 00:00:00+00:00,31.0,-77.3,40.0,31.9,-77.0,40.0,persistence,6,31.0,-77.3,40.0,104.0429865021268,-100.18799999999983,-28.489987525471552,0.0,0.0,17.340497750354466,TS (34-63),typical (10-25),steady (-5 to 5)
2020138N28281,2020,2020-05-18 00:00:00+00:00,2020-05-18 06:00:00+00:00,31.9,-77.0,40.0,33.1,-76.7,40.0,persistence,6,31.9,-77.0,40.0,136.36763491924282,-133.58400000000032,-28.1659007243682,0.0,0.0,22.727939153207135,TS (34-63),typical (10-25),steady (-5 to 5)
2020138N28281,2020,2020-05-18 06:00:00+00:00,2020-05-18 12:00:00+00:00,33.1,-76.7,40.0,34.4,-75.9,45.0,persistence,6,33.1,-76.7,40.0,162.37573834406498,-144.71599999999967,-74.04735779321652,-5.0,5.0,27.062623057344165,TS (34-63),fast (>=25),steady (-5 to 5)
2020138N28281,2020,2020-05-18 12:00:00+00:00,2020-05-18 18:00:00+00:00,34.4,-75.9,45.0,35.5,-74.7,45.0,persistence,6,34.4,-75.9,45.0,164.07775553205062,-122.45200000000015,-109.49242912713419,0.0,0.0,27.3462925886751,TS (34-63),fast (>=25),steady (-5 to 5)
2020138N28281,2020,2020-05-18 18:00:00+00:00,2020-05-19 00:00:00+00:00,35.5,-74.7,45.0,36.2,-73.1,50.0,persistence,6,35.5,-74.7,45.0,163.86922624388012,-77.9240000000003,-144.369222767178,-5.0,5.0,27.311537707313352,TS (34-63),fast (>=25),steady (-5 to 5)
2020138N28281,2020,2020-05-19 00:00:00+00:00,2020-05-19 06:00:00+00:00,36.2,-73.1,50.0,36.8,-71.4,50.0,persistence,6,36.2,-73.1,50.0,165.9522233884697,-66.79199999999936,-152.12508773064363,0.0,0.0,27.658703898078283,TS (34-63),fast (>=25),steady (-5 to 5)
2020154N19269,2020,2020-06-02 18:00:00+00:00,2020-06-03 00:00:00+00:00,19.2,-92.6,40.0,19.0,-92.5,45.0,persistence,6,19.2,-92.6,40.0,24.596309495216715,22.26399999999992,-10.519171290137036,-5.0,5.0,4.099384915869453,TS (34-63),slow (<10),steady (-5 to 5)
2020154N19269,2020,2020-06-03 00:00:00+00:00,2020-06-03 06:00:00+00:00,19.0,-92.5,45.0,18.9,-92.3,50.0,persistence,6,19.0,-92.5,45.0,23.792022770715267,11.132000000000158,-21.057343016079997,-5.0,5.0,3.9653371284525445,TS (34-63),slow (<10),steady (-5 to 5)
2020154N19269,2020,2020-06-03 06:00:00+00:00,2020-06-03 12:00:00+00:00,18.9,-92.3,50.0,18.8,-92.2,50.0,persistence,6,18.9,-92.3,50.0,15.309472696713694,11.131999999999762,-10.534964900454511,0.0,0.0,2.5515787827856156,TS (34-63),slow (<10),steady (-5 to 5)
2020154N19269,2020,2020-06-03 12:00:00+00:00,2020-06-03 18:00:00+00:00,18.8,-92.2,50.0,18.5,-91.9,45.0,persistence,6,18.8,-92.2,50.0,45.95412182370037,33.39600000000008,-31.64236617666361,5.0,5.0,7.6590203039500615,TS (34-63),slow (<10),weakening (<-5)
2020154N19269,2020,2020-06-03 18:00:00+00:00,2020-06-04 00:00:00+00:00,18.5,-91.9,45.0,18.2,-91.7,40.0,persistence,6,18.5,-91.9,45.0,39.47588218444304,33.39600000000008,-21.131900225165648,5.0,5.0,6.579313697407173,TS (34-63),slow (<10),weakening (<-5)
2020154N19269,2020,2020-06-04 00:00:00+00:00,2020-06-04 06:00:00+00:00,18.2,-91.7,40.0,17.9,-91.5,35.0,persistence,6,18.2,-91.7,40.0,39.49534127825021,33.39600000000008,-21.168310324171514,5.0,5.0,6.582556879708368,TS (34-63),slow (<10),weakening (<-5)
2020154N19269,2020,2020-06-04 06:00:00+00:00,2020-06-04 12:00:00+00:00,17.9,-91.5,35.0,17.7,-91.2,30.0,persistence,6,17.9,-91.5,35.0,38.77336068616413,22.26399999999992,-31.79731320001767,5.0,5.0,6.462226781027355,TS (34-63),slow (<10),weakening (<-5)
2020154N19269,2020,2020-06-04 12:00:00+00:00,2020-06-04 18:00:00+00:00,17.7,-91.2,30.0,17.6,-90.8,30.0,persistence,6,17.7,-91.2,30.0,43.81860858163806,11.131999999999762,-42.43190840324466,0.0,0.0,7.30310143027301,TD (<34),slow (<10),steady (-5 to 5)
2020154N19269,2020,2020-06-04 18:00:00+00:00,2020-06-05 00:00:00+00:00,17.6,-90.8,30.0,17.9,-90.4,30.0,persistence,6,17.6,-90.8,30.0,53.918579618022996,-33.39599999999968,-42.408280166513485,0.0,0.0,8.986429936337165,TD (<34),slow (<10),steady (-5 to 5)
2020154N19269,2020,2020-06-05 00:00:00+00:00,2020-06-05 06:00:00+00:00,17.9,-90.4,30.0,18.6,-90.1,35.0,persistence,6,17.9,-90.4,30.0,84.03672202948533,-77.9240000000003,-31.716152018639086,-5.0,5.0,14.006120338247555,TD (<34),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-05 06:00:00+00:00,2020-06-05 12:00:00+00:00,18.6,-90.1,35.0,19.6,-89.9,40.0,persistence,6,18.6,-90.1,35.0,113.16337580148456,-111.32,-21.038342580274072,-5.0,5.0,18.86056263358076,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-05 12:00:00+00:00,2020-06-05 18:00:00+00:00,19.6,-89.9,40.0,20.8,-89.9,45.0,persistence,6,19.6,-89.9,40.0,133.43409628023932,-133.58399999999992,0.0,-5.0,5.0,22.239016046706553,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-05 18:00:00+00:00,2020-06-06 00:00:00+00:00,20.8,-89.9,45.0,22.0,-90.0,50.0,persistence,6,20.8,-89.9,45.0,133.83510190421495,-133.58399999999992,10.364513342181075,-5.0,5.0,22.30585031736916,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-06 00:00:00+00:00,2020-06-06 06:00:00+00:00,22.0,-90.0,50.0,23.0,-90.1,50.0,persistence,6,22.0,-90.0,50.0,111.6686083892704,-111.32,10.28462695591506,0.0,0.0,18.611434731545067,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-06 06:00:00+00:00,2020-06-06 12:00:00+00:00,23.0,-90.1,50.0,23.9,-90.2,45.0,persistence,6,23.0,-90.1,50.0,100.59413351227478,-100.18799999999983,10.21258250924988,5.0,5.0,16.765688918712463,TS (34-63),typical (10-25),weakening (<-5)
2020154N19269,2020,2020-06-06 12:00:00+00:00,2020-06-06 18:00:00+00:00,23.9,-90.2,45.0,24.8,-90.2,45.0,persistence,6,23.9,-90.2,45.0,100.07557221017976,-100.18800000000023,0.0,0.0,0.0,16.67926203502996,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-06 18:00:00+00:00,2020-06-07 00:00:00+00:00,24.8,-90.2,45.0,25.8,-90.1,45.0,persistence,6,24.8,-90.2,45.0,111.64857117586163,-111.32,-10.064246942826074,0.0,0.0,18.60809519597694,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-07 00:00:00+00:00,2020-06-07 06:00:00+00:00,25.8,-90.1,45.0,26.9,-90.0,45.0,persistence,6,25.8,-90.1,45.0,122.71975465039064,-122.45199999999976,-9.975378927348732,0.0,0.0,20.453292441731772,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-07 06:00:00+00:00,2020-06-07 12:00:00+00:00,26.9,-90.0,45.0,28.0,-89.9,45.0,persistence,6,26.9,-90.0,45.0,122.71194983248057,-122.45200000000015,-9.87868649266338,0.0,0.0,20.45199163874676,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-07 12:00:00+00:00,2020-06-07 18:00:00+00:00,28.0,-89.9,45.0,29.0,-89.8,45.0,persistence,6,28.0,-89.9,45.0,111.62362452017287,-111.32,-9.782992098155223,0.0,0.0,18.60393742002881,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-07 18:00:00+00:00,2020-06-08 00:00:00+00:00,29.0,-89.8,45.0,29.8,-89.9,45.0,persistence,6,29.0,-89.8,45.0,89.48198381709021,-89.05600000000007,9.698352145392155,0.0,0.0,14.913663969515035,TS (34-63),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-08 00:00:00+00:00,2020-06-08 06:00:00+00:00,29.8,-89.9,45.0,30.6,-90.6,35.0,persistence,6,29.8,-89.9,45.0,111.52831159831463,-89.05600000000007,67.34774966743939,10.0,10.0,18.588051933052437,TS (34-63),typical (10-25),weakening (<-5)
2020154N19269,2020,2020-06-08 06:00:00+00:00,2020-06-08 12:00:00+00:00,30.6,-90.6,35.0,31.7,-91.5,30.0,persistence,6,30.6,-90.6,35.0,149.3172141186378,-122.45199999999976,85.74249323276905,5.0,5.0,24.8862023531063,TS (34-63),typical (10-25),weakening (<-5)
2020154N19269,2020,2020-06-08 12:00:00+00:00,2020-06-08 18:00:00+00:00,31.7,-91.5,30.0,32.9,-92.0,30.0,persistence,6,31.7,-91.5,30.0,141.46716068740076,-133.58399999999992,47.04727363712851,0.0,0.0,23.577860114566793,TD (<34),typical (10-25),steady (-5 to 5)
2020154N19269,2020,2020-06-08 18:00:00+00:00,2020-06-09 00:00:00+00:00,32.9,-92.0,30.0,34.2,-92.1,25.0,persistence,6,32.9,-92.0,30.0,144.8503158798524,-144.71600000000046,9.277451644009249,5.0,5.0,24.14171931330873,TD (<34),typical (10-25),weakening (<-5)
2020154N19269,2020,2020-06-09 00:00:00+00:00,2020-06-09 06:00:00+00:00,34.2,-92.1,25.0,35.8,-92.2,25.0,persistence,6,34.2,-92.1,25.0,178.14510405613134,-178.11199999999937,9.11880055702713,0.0,0.0,29.690850676021892,TD (<34),fast (>=25),steady (-5 to 5)
2020154N19269,2020,2020-06-09 06:00:00+00:00,2020-06-09 12:00:00+00:00,35.8,-92.2,25.0,38.0,-92.1,25.0,persistence,6,35.8,-92.2,25.0,244.79068056246442,-244.9040000000003,-8.902089618280316,0.0,0.0,40.798446760410734,TD (<34),fast (>=25),steady (-5 to 5)
2020154N19269,2020,2020-06-09 12:00:00+00:00,2020-06-09 18:00:00+00:00,38.0,-92.1,25.0,40.3,-91.7,30.0,persistence,6,38.0,-92.1,25.0,258.06325673809584,-256.03599999999966,-34.53127445197129,-5.0,5.0,43.01054278968264,TD (<34),fast (>=25),steady (-5 to 5)
2020174N39293,2020,2020-06-23 12:00:00+00:00,2020-06-23 18:00:00+00:00,39.4,-62.7,40.0,39.8,-61.6,40.0,persistence,6,39.4,-62.7,40.0,104.21226540743915,-44.52799999999984,-94.35088760438046,0.0,0.0,17.368710901239858,TS (34-63),typical (10-25),steady (-5 to 5)
2020174N39293,2020,2020-06-23 18:00:00+00:00,2020-06-24 00:00:00+00:00,39.8,-61.6,40.0,40.2,-60.6,35.0,persistence,6,39.8,-61.599999999999994,40.0,96.09278598460033,-44.52800000000063,-85.27606740800462,5.0,5.0,16.015464330766722,TS (34-63),typical (10-25),weakening (<-5)
2020186N30289,2020,2020-07-05 12:00:00+00:00,2020-07-05 18:00:00+00:00,33.8,-64.2,30.0,35.0,-61.9,30.0,persistence,6,33.8,-64.2,30.0,249.65773819217213,-133.58400000000032,-211.2587596451826,0.0,0.0,41.609623032028686,TD (<34),fast (>=25),steady (-5 to 5)
2020186N30289,2020,2020-07-05 18:00:00+00:00,2020-07-06 00:00:00+00:00,35.0,-61.9,30.0,36.4,-58.5,35.0,persistence,6,35.0,-61.900000000000006,30.0,344.1996237086286,-155.84799999999984,-307.36386992622647,-5.0,5.0,57.3666039514381,TD (<34),fast (>=25),steady (-5 to 5)
2020186N30289,2020,2020-07-06 00:00:00+00:00,2020-07-06 06:00:00+00:00,36.4,-58.5,35.0,38.1,-55.3,35.0,persistence,6,36.4,-58.5,35.0,340.4883537409574,-189.2440000000003,-283.55501735089223,0.0,0.0,56.748058956826235,TS (34-63),fast (>=25),steady (-5 to 5)
2020186N30289,2020,2020-07-06 06:00:00+00:00,2020-07-06 12:00:00+00:00,38.1,-55.3,35.0,39.9,-51.7,40.0,persistence,6,38.1,-55.3,35.0,369.86929310609315,-200.37599999999966,-311.44279834580345,-5.0,5.0,61.64488218434886,TS (34-63),fast (>=25),steady (-5 to 5)
2020186N30289,2020,2020-07-06 12:00:00+00:00,2020-07-06 18:00:00+00:00,39.9,-51.7,40.0,41.7,-47.8,40.0,persistence,6,39.9,-51.69999999999999,40.0,384.42319934869226,-200.37600000000046,-328.6478894210992,0.0,0.0,64.0705332247822,TS (34-63),fast (>=25),steady (-5 to 5)
2020188N28271,2020,2020-07-10 18:00:00+00:00,2020-07-11 00:00:00+00:00,38.9,-74.4,50.0,40.2,-74.3,35.0,persistence,6,38.9,-74.4,50.0,144.80762010430792,-144.71600000000046,-8.583542408798513,15.0,15.0,24.134603350717985,TS (34-63),typical (10-25),weakening (<-5)
2020203N09323,2020,2020-07-22 18:00:00+00:00,2020-07-23 00:00:00+00:00,9.9,-44.2,45.0,9.9,-45.4,50.0,persistence,6,9.9,-44.19999999999999,45.0,131.44710165371842,0.0,131.59484422505807,-5.0,5.0,21.907850275619506,TS (34-63),typical (10-25),steady (-5 to 5)
2020203N09323,2020,2020-07-23 00:00:00+00:00,2020-07-23 06:00:00+00:00,9.9,-45.4,50.0,9.7,-46.6,55.0,persistence,6,9.9,-45.400000000000006,50.0,133.3543056247372,22.264000000000117,131.6347287110173,-5.0,5.0,22.225717604122988,TS (34-63),typical (10-25),steady (-5 to 5)
2020203N09323,2020,2020-07-23 06:00:00+00:00,2020-07-23 12:00:00+00:00,9.7,-46.6,55.0,9.7,-47.6,55.0,persistence,6,9.7,-46.599999999999994,55.0,109.60533683761682,0.0,109.72851017897116,0.0,0.0,18.267556139602686,TS (34-63),typical (10-25),steady (-5 to 5)
2020203N09323,2020,2020-07-23 12:00:00+00:00,2020-07-23 18:00:00+00:00,9.7,-47.6,55.0,9.7,-48.8,50.0,persistence,6,9.7,-47.599999999999994,55.0,131.52638335132104,0.0,131.67421221476414,5.0,5.0,21.92106389188672,TS (34-63),typical (10-25),weakening (<-5)
2020203N09323,2020,2020-07-23 18:00:00+00:00,2020-07-24 00:00:00+00:00,9.7,-48.8,50.0,9.8,-50.2,50.0,persistence,6,9.7,-48.80000000000001,50.0,153.8268664167328,-11.132000000000158,153.5969406920839,0.0,0.0,25.637811069455694,TS (34-63),fast (>=25),steady (-5 to 5)
2020203N09323,2020,2020-07-24 00:00:00+00:00,2020-07-24 06:00:00+00:00,9.8,-50.2,50.0,9.9,-51.6,50.0,persistence,6,9.8,-50.19999999999999,50.0,153.78073915226986,-11.13199999999996,153.5506426804597,0.0,0.0,25.630123192044746,TS (34-63),fast (>=25),steady (-5 to 5)
2020203N09323,2020,2020-07-24 06:00:00+00:00,2020-07-24 12:00:00+00:00,9.9,-51.6,50.0,9.9,-53.3,45.0,persistence,6,9.9,-51.599999999999994,50.0,186.21662602523966,0.0,186.42602931883278,5.0,5.0,31.036104337539825,TS (34-63),fast (>=25),weakening (<-5)
2020203N09323,2020,2020-07-24 12:00:00+00:00,2020-07-24 18:00:00+00:00,9.9,-53.3,45.0,9.9,-54.8,35.0,persistence,6,9.9,-53.3,45.0,164.30882712861768,0.0,164.49355528132412,10.0,10.0,27.38480452143628,TS (34-63),fast (>=25),weakening (<-5)
2020203N09323,2020,2020-07-24 18:00:00+00:00,2020-07-25 00:00:00+00:00,9.9,-54.8,35.0,10.0,-56.3,35.0,persistence,6,9.9,-54.8,35.0,164.65959619980282,-11.13199999999996,164.46843956458696,0.0,0.0,27.44326603330047,TS (34-63),fast (>=25),steady (-5 to 5)
2020203N09323,2020,2020-07-25 00:00:00+00:00,2020-07-25 06:00:00+00:00,10.0,-56.3,35.0,10.1,-57.9,35.0,persistence,6,10.0,-56.3,35.0,175.53456400938978,-11.13199999999996,175.37902122743492,0.0,0.0,29.25576066823163,TS (34-63),fast (>=25),steady (-5 to 5)
2020203N09323,2020,2020-07-25 06:00:00+00:00,2020-07-25 12:00:00+00:00,10.1,-57.9,35.0,10.3,-59.8,35.0,persistence,6,10.1,-57.900000000000006,35.0,209.1171244639191,-22.264000000000117,208.165244650359,0.0,0.0,34.85285407732008,TS (34-63),fast (>=25),steady (-5 to 5)
2020203N09323,2020,2020-07-25 12:00:00+00:00,2020-07-25 18:00:00+00:00,10.3,-59.8,35.0,10.8,-62.1,30.0,persistence,6,10.3,-59.8,35.0,257.4977309106112,-55.66,251.70784012718613,5.0,5.0,42.916288485101866,TS (34-63),fast (>=25),weakening (<-5)
2020205N26272,2020,2020-07-24 00:00:00+00:00,2020-07-24 06:00:00+00:00,26.2,-91.1,35.0,26.6,-92.0,40.0,persistence,6,26.2,-91.1,35.0,100.06663969781427,-44.52800000000023,89.73956983486686,-5.0,5.0,16.677773282969046,TS (34-63),typical (10-25),steady (-5 to 5)
2020205N26272,2020,2020-07-24 06:00:00+00:00,2020-07-24 12:00:00+00:00,26.6,-92.0,40.0,27.1,-92.8,45.0,persistence,6,26.6,-92.0,40.0,96.90169960198723,-55.66,79.45505197653758,-5.0,5.0,16.15028326699787,TS (34-63),typical (10-25),steady (-5 to 5)
2020205N26272,2020,2020-07-24 12:00:00+00:00,2020-07-24 18:00:00+00:00,27.1,-92.8,45.0,27.2,-93.7,50.0,persistence,6,27.1,-92.8,45.0,89.74008945466302,-11.131999999999762,89.14877798318084,-5.0,5.0,14.95668157577717,TS (34-63),typical (10-25),steady (-5 to 5)
2020205N26272,2020,2020-07-24 18:00:00+00:00,2020-07-25 00:00:00+00:00,27.2,-93.7,50.0,27.1,-94.5,55.0,persistence,6,27.2,-93.7,50.0,79.93149449514524,11.131999999999762,79.24335820727248,-5.0,5.0,13.321915749190874,TS (34-63),typical (10-25),steady (-5 to 5)
2020205N26272,2020,2020-07-25 00:00:00+00:00,2020-07-25 06:00:00+00:00,27.1,-94.5,55.0,27.1,-95.3,60.0,persistence,6,27.1,-94.5,55.0,79.18969389292243,0.0,79.27879152744961,-5.0,5.0,13.198282315487072,TS (34-63),typical (10-25),steady (-5 to 5)
2020205N26272,2020,2020-07-25 06:00:00+00:00,2020-07-25 12:00:00+00:00,27.1,-95.3,60.0,27.1,-96.0,70.0,persistence,6,27.1,-95.3,60.0,69.29100953332015,0.0,69.36894258651628,-10.0,10.0,11.548501588886692,TS (34-63),typical (10-25),strengthening (>5)
2020205N26272,2020,2020-07-25 12:00:00+00:00,2020-07-25 18:00:00+00:00,27.1,-96.0,70.0,26.9,-96.8,80.0,persistence,6,27.1,-96.0,70.0,82.32106522029127,22.264000000000316,79.34947701812041,-10.0,10.0,13.720177536715212,Cat 1 (64-82),typical (10-25),strengthening (>5)
2020205N26272,2020,2020-07-25 18:00:00+00:00,2020-07-26 00:00:00+00:00,26.9,-96.8,80.0,26.7,-97.6,75.0,persistence,6,26.9,-96.8,80.0,82.45634010276746,22.26399999999992,79.49012264807361,5.0,5.0,13.742723350461242,Cat 1 (64-82),typical (10-25),weakening (<-5)
2020205N26272,2020,2020-07-26 00:00:00+00:00,2020-07-26 06:00:00+00:00,26.7,-97.6,75.0,26.5,-98.5,55.0,persistence,6,26.7,-97.6,75.0,92.20484429745316,22.26399999999992,89.58352468046317,20.0,20.0,15.367474049575527,Cat 1 (64-82),typical (10-25),weakening (<-5)
2020205N26272,2020,2020-07-26 06:00:00+00:00,2020-07-26 12:00:00+00:00,26.5,-98.5,55.0,26.2,-99.3,40.0,persistence,6,26.5,-98.5,55.0,86.41171402956803,33.39600000000008,79.80303141879553,15.0,15.0,14.401952338261339,TS (34-63),typical (10-25),weakening (<-5)
2020205N26272,2020,2020-07-26 12:00:00+00:00,2020-07-26 18:00:00+00:00,26.2,-99.3,40.0,25.8,-100.3,30.0,persistence,6,26.2,-99.3,40.0,109.39138785292327,44.52799999999984,100.05375323402326,10.0,10.0,18.23189797548721,TS (34-63),typical (10-25),weakening (<-5)
2020211N13306,2020,2020-07-31 00:00:00+00:00,2020-07-31 06:00:00+00:00,19.9,-71.2,65.0,20.5,-72.7,70.0,persistence,6,19.9,-71.2,65.0,170.15723694227765,-66.79200000000016,156.70956494039064,-5.0,5.0,28.359539490379607,Cat 1 (64-82),fast (>=25),steady (-5 to 5)
2020211N13306,2020,2020-07-31 06:00:00+00:00,2020-07-31 12:00:00+00:00,20.5,-72.7,70.0,21.3,-74.0,65.0,persistence,6,20.5,-72.7,70.0,161.70703810299042,-89.05600000000007,135.1943347058433,5.0,5.0,26.951173017165072,Cat 1 (64-82),fast (>=25),weakening (<-5)
2020211N13306,2020,2020-07-31 12:00:00+00:00,2020-07-31 18:00:00+00:00,21.3,-74.0,65.0,22.1,-75.1,70.0,persistence,6,21.3,-74.0,65.0,144.32025938658833,-89.05600000000007,113.77414164948765,-5.0,5.0,24.05337656443139,Cat 1 (64-82),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-07-31 18:00:00+00:00,2020-08-01 00:00:00+00:00,22.1,-75.1,70.0,22.9,-75.9,75.0,persistence,6,22.1,-75.1,70.0,121.1087191165,-89.05599999999968,82.27701564732632,-5.0,5.0,20.184786519416665,Cat 1 (64-82),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-01 00:00:00+00:00,2020-08-01 06:00:00+00:00,22.9,-75.9,75.0,23.6,-76.7,75.0,persistence,6,22.9,-75.9,75.0,112.86501421879777,-77.9240000000003,81.82387001102144,0.0,0.0,18.810835703132962,Cat 1 (64-82),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-01 06:00:00+00:00,2020-08-01 12:00:00+00:00,23.6,-76.7,75.0,24.3,-77.5,70.0,persistence,6,23.6,-76.7,75.0,112.55032341368775,-77.92399999999992,81.38828324694127,5.0,5.0,18.758387235614624,Cat 1 (64-82),typical (10-25),weakening (<-5)
2020211N13306,2020,2020-08-01 12:00:00+00:00,2020-08-01 18:00:00+00:00,24.3,-77.5,70.0,24.8,-78.3,60.0,persistence,6,24.3,-77.5,70.0,98.1739915913588,-55.66,81.00525177775125,10.0,10.0,16.362331931893134,Cat 1 (64-82),typical (10-25),weakening (<-5)
2020211N13306,2020,2020-08-01 18:00:00+00:00,2020-08-02 00:00:00+00:00,24.8,-78.3,60.0,25.3,-78.9,60.0,persistence,6,24.8,-78.3,60.0,82.12322010261211,-55.66,60.50945350794481,0.0,0.0,13.687203350435352,TS (34-63),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-02 00:00:00+00:00,2020-08-02 06:00:00+00:00,25.3,-78.9,60.0,25.9,-79.2,55.0,persistence,6,25.3,-78.9,60.0,73.18596385325166,-66.79199999999976,30.11759905182632,5.0,5.0,12.19766064220861,TS (34-63),typical (10-25),weakening (<-5)
2020211N13306,2020,2020-08-02 06:00:00+00:00,2020-08-02 12:00:00+00:00,25.9,-79.2,55.0,26.6,-79.5,55.0,persistence,6,25.9,-79.2,55.0,83.38835374990856,-77.9240000000003,29.951962076226792,0.0,0.0,13.898058958318094,TS (34-63),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-02 12:00:00+00:00,2020-08-02 18:00:00+00:00,26.6,-79.5,55.0,27.4,-79.6,60.0,persistence,6,26.6,-79.5,55.0,89.50607880915055,-89.05599999999968,9.918684627264348,-5.0,5.0,14.917679801525091,TS (34-63),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-02 18:00:00+00:00,2020-08-03 00:00:00+00:00,27.4,-79.6,60.0,28.2,-79.7,60.0,persistence,6,27.4,-79.6,60.0,89.49819793795247,-89.05600000000007,9.847155416096554,0.0,0.0,14.916366322992078,TS (34-63),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-03 00:00:00+00:00,2020-08-03 06:00:00+00:00,28.2,-79.7,60.0,29.1,-79.9,60.0,persistence,6,28.2,-79.7,60.0,101.96071057164036,-100.18800000000023,19.538105016392233,0.0,0.0,16.99345176194006,TS (34-63),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-03 06:00:00+00:00,2020-08-03 12:00:00+00:00,29.1,-79.9,60.0,30.1,-80.0,60.0,persistence,6,29.1,-79.9,60.0,111.61459714943213,-111.32,9.679217555251547,0.0,0.0,18.60243285823869,TS (34-63),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-03 12:00:00+00:00,2020-08-03 18:00:00+00:00,30.1,-80.0,60.0,31.2,-79.7,65.0,persistence,6,30.1,-80.0,60.0,125.63596559997201,-122.45199999999976,-28.73049453779823,-5.0,5.0,20.939327599995334,TS (34-63),typical (10-25),steady (-5 to 5)
2020211N13306,2020,2020-08-03 18:00:00+00:00,2020-08-04 00:00:00+00:00,31.2,-79.7,65.0,32.8,-79.1,80.0,persistence,6,31.2,-79.7,65.0,186.69086419766953,-178.11199999999974,-56.64282843848215,-15.0,15.0,31.115144032944922,Cat 1 (64-82),fast (>=25),strengthening (>5)
2020211N13306,2020,2020-08-04 00:00:00+00:00,2020-08-04 06:00:00+00:00,32.8,-79.1,80.0,35.0,-78.1,60.0,persistence,6,32.8,-79.1,80.0,261.45544994197496,-244.9040000000003,-92.39696757681631,20.0,20.0,43.575908323662496,Cat 1 (64-82),fast (>=25),weakening (<-5)
2020211N13306,2020,2020-08-04 06:00:00+00:00,2020-08-04 12:00:00+00:00,35.0,-78.1,60.0,37.7,-76.8,60.0,persistence,6,35.0,-78.1,60.0,322.00015426134934,-300.5640000000003,-116.55590841721563,0.0,0.0,53.666692376891554,TS (34-63),fast (>=25),steady (-5 to 5)
2020211N13306,2020,2020-08-04 12:00:00+00:00,2020-08-04 18:00:00+00:00,37.7,-76.8,60.0,40.9,-75.1,55.0,persistence,6,37.7,-76.8,60.0,384.6965666349744,-356.2239999999995,-146.44461664948196,5.0,5.0,64.1160944391624,TS (34-63),fast (>=25),weakening (<-5)
2020224N11326,2020,2020-08-12 06:00:00+00:00,2020-08-12 12:00:00+00:00,12.0,-42.3,30.0,12.1,-43.7,30.0,persistence,6,12.0,-42.30000000000001,30.0,152.6483245784773,-11.13199999999996,152.4140126157097,0.0,0.0,25.441387429746555,TD (<34),fast (>=25),steady (-5 to 5)
2020224N11326,2020,2020-08-12 12:00:00+00:00,2020-08-12 18:00:00+00:00,12.1,-43.7,30.0,12.2,-44.9,30.0,persistence,6,12.1,-43.69999999999999,30.0,130.91811124481072,-11.13199999999996,130.59171008637057,0.0,0.0,21.819685207468222,TD (<34),typical (10-25),steady (-5 to 5)
2020224N11326,2020,2020-08-12 18:00:00+00:00,2020-08-13 00:00:00+00:00,12.2,-44.9,30.0,12.4,-46.1,30.0,persistence,6,12.2,-44.900000000000006,30.0,132.25420200278637,-22.264000000000117,130.51765601535902,0.0,0.0,22.04236700046451,TD (<34),typical (10-25),steady (-5 to 5)
2020224N11326,2020,2020-08-13 00:00:00+00:00,2020-08-13 06:00:00+00:00,12.4,-46.1,30.0,12.7,-47.3,30.0,persistence,6,12.4,-46.099999999999994,30.0,134.44968485786188,-33.39599999999988,130.39224492064952,0.0,0.0,22.408280809643532,TD (<34),typical (10-25),steady (-5 to 5)
2020224N11326,2020,2020-08-13 06:00:00+00:00,2020-08-13 12:00:00+00:00,12.7,-47.3,30.0,13.4,-48.6,40.0,persistence,6,12.7,-47.30000000000001,30.0,160.8991899670473,-77.92400000000012,140.97847586872993,-10.0,10.0,26.81653166117476,TD (<34),fast (>=25),strengthening (>5)
